jeru0545.xml,001,վասն,xcl,0,"<w  xml:id=""jeru0545-001"" xml:lang=""xcl"">վասն</w>"
jeru0545.xml,002,յիշատակի,xcl,0,"<w  xml:id=""jeru0545-002"" xml:lang=""xcl"">յիշատակի</w>"
jeru0545.xml,003,եւ,xcl,0,"<w  xml:id=""jeru0545-003"" xml:lang=""xcl"">եւ</w>"
jeru0545.xml,004,փրկութեան,xcl,0,"<w  xml:id=""jeru0545-004"" xml:lang=""xcl"">փրկութեան</w>"
jeru0545.xml,005,ամենայն,xcl,0,"<w  xml:id=""jeru0545-005"" xml:lang=""xcl"">ամենայն</w>"
jeru0545.xml,006,հայոց,xcl,0,"<w  xml:id=""jeru0545-006"" xml:lang=""xcl"">հայոց</w>"
jeru0545.xml,007,զորոց,xcl,0,"<w  xml:id=""jeru0545-007"" xml:lang=""xcl"">զորոց</w>"
jeru0545.xml,008,զանուանս,xcl,0,"<w  xml:id=""jeru0545-008"" xml:lang=""xcl"">զանուանս</w>"
jeru0545.xml,009,Տեր,xcl,0,"<w  xml:id=""jeru0545-009"" xml:lang=""xcl""><expan><abbr>Տ</abbr><ex>ե</ex><abbr>ր</abbr></expan></w>"
jeru0545.xml,010,գիտէ,xcl,0,"<w  xml:id=""jeru0545-010"" xml:lang=""xcl"">գիտէ</w>"
jeru0557.xml,001,Այս,xcl,0,"<w  xml:id=""jeru0557-001"" xml:lang=""xcl"">Այս</w>"
jeru0557.xml,002,յիշատակա,xcl,0,"<w  xml:id=""jeru0557-002"" xml:lang=""xcl"">յիշատակա</w>"
jeru0557.xml,003,րան,xcl,0,"<w  xml:id=""jeru0557-003"" xml:lang=""xcl"">րան</w>"
jeru0557.xml,004,Տեարն,xcl,0,"<w  xml:id=""jeru0557-004"" xml:lang=""xcl""><expan><abbr>Տ</abbr><ex>եար</ex><abbr>ն</abbr></expan></w>"
jeru0557.xml,005,Յակովբա՝,xcl,0,"<w  xml:id=""jeru0557-005"" xml:lang=""xcl"">Յակովբա՝</w>"
jeru0557.xml,006,որ,xcl,0,"<w  xml:id=""jeru0557-006"" xml:lang=""xcl"">որ</w>"
jeru0557.xml,007,եղեւ,xcl,0,"<w  xml:id=""jeru0557-007"" xml:lang=""xcl"">եղեւ</w>"
jeru0557.xml,008,ի,xcl,0,"<w  xml:id=""jeru0557-008"" xml:lang=""xcl"">ի</w>"
jeru0557.xml,009,ձերն,xcl,0,"<w  xml:id=""jeru0557-009"" xml:lang=""xcl"">ձերն</w>"
jeru0557.xml,010,խնդրելոյ,xcl,0,"<w  xml:id=""jeru0557-010"" xml:lang=""xcl"">խնդրելոյ</w>"
jeru0569.xml,001,Ես,xcl,0,"<w  xml:id=""jeru0569-001"" xml:lang=""xcl"">Ես</w>"
jeru0569.xml,002,Եւստաթ,xcl,0,"<w  xml:id=""jeru0569-002"" xml:lang=""xcl"">Եւստաթ</w>"
jeru0569.xml,003,երէց,xcl,0,"<w  xml:id=""jeru0569-003"" xml:lang=""xcl"">երէց</w>"
jeru0569.xml,004,ա,xcl,0,"<w  xml:id=""jeru0569-004"" xml:lang=""xcl"">ա</w>"
jeru0569.xml,005,րկի,xcl,0,"<w  xml:id=""jeru0569-005"" xml:lang=""xcl"">րկի</w>"
jeru0569.xml,006,զյախչապակս,xcl,0,"<w  xml:id=""jeru0569-006"" xml:lang=""xcl"">զյախչապակս</w>"
jeru0569.xml,007,որ,xcl,0,"<w  xml:id=""jeru0569-007"" xml:lang=""xcl"">որ</w>"
jeru0569.xml,008,մտանկէք,xcl,0,"<w  xml:id=""jeru0569-008"" xml:lang=""xcl"">մտանկէք</w>"
jeru0569.xml,009,ի,xcl,0,"<w  xml:id=""jeru0569-009"" xml:lang=""xcl"">ի</w>"
jeru0569.xml,010,տունս,xcl,0,"<w  xml:id=""jeru0569-010"" xml:lang=""xcl"">տունս</w>"
jeru0569.xml,011,զիս,xcl,0,"<w  xml:id=""jeru0569-011"" xml:lang=""xcl"">զիս</w>"
jeru0569.xml,012,եւ,xcl,0,"<w  xml:id=""jeru0569-012"" xml:lang=""xcl"">եւ</w>"
jeru0569.xml,013,զեղբայր,xcl,0,"<w  xml:id=""jeru0569-013"" xml:lang=""xcl"">զեղբայր</w>"
jeru0569.xml,014,իմ,xcl,0,"<w  xml:id=""jeru0569-014"" xml:lang=""xcl"">իմ</w>"
jeru0569.xml,015,զՂու,xcl,0,"<w  xml:id=""jeru0569-015"" xml:lang=""xcl"">զՂու</w>"
jeru0569.xml,016,կաս,xcl,0,"<w  xml:id=""jeru0569-016"" xml:lang=""xcl"">կաս</w>"
jeru0569.xml,017,յիշեցէք,xcl,0,"<w  xml:id=""jeru0569-017"" xml:lang=""xcl"">յիշեցէ<supplied reason=""omitted"">ք</supplied></w>"
jeru0569.xml,018,ի,xcl,0,"<w  xml:id=""jeru0569-018"" xml:lang=""xcl"">ի</w>"
jeru0569.xml,019,Քրիստոս,xcl,0,"<w  xml:id=""jeru0569-019"" xml:lang=""xcl""><expan><abbr>Ք</abbr><ex>րիստո</ex><abbr>ս</abbr></expan></w>"
